,disYear,disMonth,disDay,disDayCount,cityCode,citySidoName,citySggName,aptCode,aptName,disQuantity,dayAverQuantity,disCount,dayAverCount
0,2020,06,1,4,W05,서울특별시,광진구,W0506E,테라팰리스화양(BM),57000,14250,34,8
1,2020,06,2,5,W05,서울특별시,광진구,W0506E,테라팰리스화양(BM),25250,5050,17,3
2,2020,06,3,5,W05,서울특별시,광진구,W0506E,테라팰리스화양(BM),37950,7590,23,4
3,2020,06,4,4,W05,서울특별시,광진구,W0506E,테라팰리스화양(BM),19500,4875,13,3
4,2020,06,5,4,W05,서울특별시,광진구,W0506E,테라팰리스화양(BM),35200,8800,18,4
5,2020,06,6,4,W05,서울특별시,광진구,W0506E,테라팰리스화양(BM),12350,3087,13,3
6,2020,06,7,4,W05,서울특별시,광진구,W0506E,테라팰리스화양(BM),43400,10850,16,4
0,2020,06,1,4,W05,서울특별시,광진구,W0506F,YM프라젠스파(BM),196100,49025,113,28
1,2020,06,2,5,W05,서울특별시,광진구,W0506F,YM프라젠스파(BM),202500,40500,126,25
2,2020,06,3,5,W05,서울특별시,광진구,W0506F,YM프라젠스파(BM),195050,39010,105,21
3,2020,06,4,4,W05,서울특별시,광진구,W0506F,YM프라젠스파(BM),117500,29375,79,19
4,2020,06,5,4,W05,서울특별시,광진구,W0506F,YM프라젠스파(BM),158000,39500,102,25
5,2020,06,6,4,W05,서울특별시,광진구,W0506F,YM프라젠스파(BM),165500,41375,95,23
6,2020,06,7,4,W05,서울특별시,광진구,W0506F,YM프라젠스파(BM),141550,35387,81,20
0,2020,06,1,4,W05,서울특별시,광진구,W05070,금강테크노오피스텔(BM),7900,1975,7,1
1,2020,06,2,5,W05,서울특별시,광진구,W05070,금강테크노오피스텔(BM),5550,1110,7,1
2,2020,06,3,5,W05,서울특별시,광진구,W05070,금강테크노오피스텔(BM),7700,1540,6,1
3,2020,06,4,4,W05,서울특별시,광진구,W05070,금강테크노오피스텔(BM),9200,2300,7,1
4,2020,06,5,4,W05,서울특별시,광진구,W05070,금강테크노오피스텔(BM),6000,1500,6,1
5,2020,06,6,4,W05,서울특별시,광진구,W05070,금강테크노오피스텔(BM),7900,1975,6,1
6,2020,06,7,4,W05,서울특별시,광진구,W05070,금강테크노오피스텔(BM),12300,3075,10,2
0,2020,06,1,4,W05,서울특별시,광진구,W05071,상진라인빌(BM),7900,1975,7,1
1,2020,06,2,5,W05,서울특별시,광진구,W05071,상진라인빌(BM),16550,3310,9,1
2,2020,06,3,5,W05,서울특별시,광진구,W05071,상진라인빌(BM),10900,2180,8,1
3,2020,06,4,4,W05,서울특별시,광진구,W05071,상진라인빌(BM),3700,925,1,0
4,2020,06,5,4,W05,서울특별시,광진구,W05071,상진라인빌(BM),12850,3212,6,1
5,2020,06,6,4,W05,서울특별시,광진구,W05071,상진라인빌(BM),1350,337,1,0
6,2020,06,7,4,W05,서울특별시,광진구,W05071,상진라인빌(BM),4500,1125,4,1
0,2020,06,1,4,W05,서울특별시,광진구,W05072,경일빌라(BM),20800,5200,11,2
1,2020,06,2,5,W05,서울특별시,광진구,W05072,경일빌라(BM),25950,5190,11,2
2,2020,06,3,5,W05,서울특별시,광진구,W05072,경일빌라(BM),36000,7200,14,2
3,2020,06,4,4,W05,서울특별시,광진구,W05072,경일빌라(BM),9900,2475,6,1
4,2020,06,5,4,W05,서울특별시,광진구,W05072,경일빌라(BM),26400,6600,11,2
5,2020,06,6,4,W05,서울특별시,광진구,W05072,경일빌라(BM),32300,8075,13,3
6,2020,06,7,4,W05,서울특별시,광진구,W05072,경일빌라(BM),31350,7837,9,2
0,2020,06,1,4,W05,서울특별시,광진구,W05073,워커힐빌리지(BM),29750,7437,20,5
1,2020,06,2,5,W05,서울특별시,광진구,W05073,워커힐빌리지(BM),48050,9610,25,5
2,2020,06,3,5,W05,서울특별시,광진구,W05073,워커힐빌리지(BM),27050,5410,17,3
3,2020,06,4,4,W05,서울특별시,광진구,W05073,워커힐빌리지(BM),24200,6050,12,3
4,2020,06,5,4,W05,서울특별시,광진구,W05073,워커힐빌리지(BM),27000,6750,16,4
5,2020,06,6,4,W05,서울특별시,광진구,W05073,워커힐빌리지(BM),19600,4900,11,2
6,2020,06,7,4,W05,서울특별시,광진구,W05073,워커힐빌리지(BM),14650,3662,14,3
0,2020,06,1,4,W05,서울특별시,광진구,W05074,한울타워(BM),32700,8175,23,5
1,2020,06,2,5,W05,서울특별시,광진구,W05074,한울타워(BM),14850,2970,10,2
2,2020,06,3,5,W05,서울특별시,광진구,W05074,한울타워(BM),22150,4430,20,4
3,2020,06,4,4,W05,서울특별시,광진구,W05074,한울타워(BM),15600,3900,11,2
4,2020,06,5,4,W05,서울특별시,광진구,W05074,한울타워(BM),19700,4925,20,5
5,2020,06,6,4,W05,서울특별시,광진구,W05074,한울타워(BM),13300,3325,8,2
6,2020,06,7,4,W05,서울특별시,광진구,W05074,한울타워(BM),12050,3012,12,3
0,2020,06,1,4,W05,서울특별시,광진구,W05075,한울파크(67-12)(BM),26550,6637,21,5
1,2020,06,2,5,W05,서울특별시,광진구,W05075,한울파크(67-12)(BM),19100,3820,12,2
2,2020,06,3,5,W05,서울특별시,광진구,W05075,한울파크(67-12)(BM),28600,5720,17,3
3,2020,06,4,4,W05,서울특별시,광진구,W05075,한울파크(67-12)(BM),13600,3400,10,2
4,2020,06,5,4,W05,서울특별시,광진구,W05075,한울파크(67-12)(BM),15950,3987,6,1
5,2020,06,6,4,W05,서울특별시,광진구,W05075,한울파크(67-12)(BM),16150,4037,8,2
6,2020,06,7,4,W05,서울특별시,광진구,W05075,한울파크(67-12)(BM),13050,3262,11,2
0,2020,06,1,4,W05,서울특별시,광진구,W05076,한울파크(239-47)(BM),10700,2675,14,3
1,2020,06,2,5,W05,서울특별시,광진구,W05076,한울파크(239-47)(BM),3750,750,8,1
2,2020,06,3,5,W05,서울특별시,광진구,W05076,한울파크(239-47)(BM),7450,1490,9,1
3,2020,06,4,4,W05,서울특별시,광진구,W05076,한울파크(239-47)(BM),1050,262,3,0
4,2020,06,5,4,W05,서울특별시,광진구,W05076,한울파크(239-47)(BM),2950,737,5,1
5,2020,06,6,4,W05,서울특별시,광진구,W05076,한울파크(239-47)(BM),1450,362,4,1
6,2020,06,7,4,W05,서울특별시,광진구,W05076,한울파크(239-47)(BM),4750,1187,6,1
0,2020,06,1,4,W05,서울특별시,광진구,W05077,금강태극빌딩(BM),5250,1312,7,1
1,2020,06,2,5,W05,서울특별시,광진구,W05077,금강태극빌딩(BM),15250,3050,14,2
2,2020,06,3,5,W05,서울특별시,광진구,W05077,금강태극빌딩(BM),9400,1880,11,2
3,2020,06,4,4,W05,서울특별시,광진구,W05077,금강태극빌딩(BM),4950,1237,4,1
4,2020,06,5,4,W05,서울특별시,광진구,W05077,금강태극빌딩(BM),29250,7312,15,3
5,2020,06,6,4,W05,서울특별시,광진구,W05077,금강태극빌딩(BM),9850,2462,9,2
6,2020,06,7,4,W05,서울특별시,광진구,W05077,금강태극빌딩(BM),7500,1875,9,2
0,2020,06,1,4,W05,서울특별시,광진구,W05078,아성뜨란채(BM),35100,8775,37,9
1,2020,06,2,5,W05,서울특별시,광진구,W05078,아성뜨란채(BM),28400,5680,24,4
2,2020,06,3,5,W05,서울특별시,광진구,W05078,아성뜨란채(BM),32250,6450,38,7
3,2020,06,4,4,W05,서울특별시,광진구,W05078,아성뜨란채(BM),30350,7587,20,5
4,2020,06,5,4,W05,서울특별시,광진구,W05078,아성뜨란채(BM),36750,9187,33,8
5,2020,06,6,4,W05,서울특별시,광진구,W05078,아성뜨란채(BM),33400,8350,20,5
6,2020,06,7,4,W05,서울특별시,광진구,W05078,아성뜨란채(BM),33150,8287,24,6
0,2020,06,1,4,W05,서울특별시,광진구,W05079,청우컨스빌(BM),48850,12212,23,5
1,2020,06,2,5,W05,서울특별시,광진구,W05079,청우컨스빌(BM),44300,8860,23,4
2,2020,06,3,5,W05,서울특별시,광진구,W05079,청우컨스빌(BM),33600,6720,23,4
3,2020,06,4,4,W05,서울특별시,광진구,W05079,청우컨스빌(BM),34450,8612,23,5
4,2020,06,5,4,W05,서울특별시,광진구,W05079,청우컨스빌(BM),20600,5150,11,2
5,2020,06,6,4,W05,서울특별시,광진구,W05079,청우컨스빌(BM),36700,9175,22,5
6,2020,06,7,4,W05,서울특별시,광진구,W05079,청우컨스빌(BM),42650,10662,23,5
0,2020,06,1,4,W05,서울특별시,광진구,W05080,테라팰리스건대2차(BM),127650,31912,95,23
1,2020,06,2,5,W05,서울특별시,광진구,W05080,테라팰리스건대2차(BM),161250,32250,89,17
2,2020,06,3,5,W05,서울특별시,광진구,W05080,테라팰리스건대2차(BM),168700,33740,106,21
3,2020,06,4,4,W05,서울특별시,광진구,W05080,테라팰리스건대2차(BM),99050,24762,60,15
4,2020,06,5,4,W05,서울특별시,광진구,W05080,테라팰리스건대2차(BM),124700,31175,79,19
5,2020,06,6,4,W05,서울특별시,광진구,W05080,테라팰리스건대2차(BM),100850,25212,80,20
6,2020,06,7,4,W05,서울특별시,광진구,W05080,테라팰리스건대2차(BM),97750,24437,78,19
0,2020,06,1,4,W05,서울특별시,광진구,W05082,풍경채(BM),40400,10100,15,3
1,2020,06,2,5,W05,서울특별시,광진구,W05082,풍경채(BM),12750,2550,10,2
2,2020,06,3,5,W05,서울특별시,광진구,W05082,풍경채(BM),20050,4010,11,2
3,2020,06,4,4,W05,서울특별시,광진구,W05082,풍경채(BM),15100,3775,10,2
4,2020,06,5,4,W05,서울특별시,광진구,W05082,풍경채(BM),8950,2237,6,1
5,2020,06,6,4,W05,서울특별시,광진구,W05082,풍경채(BM),18500,4625,11,2
6,2020,06,7,4,W05,서울특별시,광진구,W05082,풍경채(BM),11300,2825,3,0
0,2020,06,1,4,W05,서울특별시,광진구,W05083,프라임빌리지(BM),2350,587,5,1
1,2020,06,2,5,W05,서울특별시,광진구,W05083,프라임빌리지(BM),6100,1220,7,1
2,2020,06,3,5,W05,서울특별시,광진구,W05083,프라임빌리지(BM),5400,1080,8,1
3,2020,06,4,4,W05,서울특별시,광진구,W05083,프라임빌리지(BM),1550,387,3,0
4,2020,06,5,4,W05,서울특별시,광진구,W05083,프라임빌리지(BM),2050,512,5,1
5,2020,06,6,4,W05,서울특별시,광진구,W05083,프라임빌리지(BM),1550,387,2,0
6,2020,06,7,4,W05,서울특별시,광진구,W05083,프라임빌리지(BM),2350,587,4,1
0,2020,06,1,4,W05,서울특별시,광진구,W05084,욱현하이브빌라(BM),28900,7225,23,5
1,2020,06,2,5,W05,서울특별시,광진구,W05084,욱현하이브빌라(BM),10150,2030,11,2
2,2020,06,3,5,W05,서울특별시,광진구,W05084,욱현하이브빌라(BM),15350,3070,18,3
3,2020,06,4,4,W05,서울특별시,광진구,W05084,욱현하이브빌라(BM),9950,2487,11,2
4,2020,06,5,4,W05,서울특별시,광진구,W05084,욱현하이브빌라(BM),15500,3875,16,4
5,2020,06,6,4,W05,서울특별시,광진구,W05084,욱현하이브빌라(BM),8800,2200,10,2
6,2020,06,7,4,W05,서울특별시,광진구,W05084,욱현하이브빌라(BM),19750,4937,14,3
0,2020,06,1,4,W05,서울특별시,광진구,W05085,미란채2차(BM),20250,5062,18,4
1,2020,06,2,5,W05,서울특별시,광진구,W05085,미란채2차(BM),23500,4700,16,3
2,2020,06,3,5,W05,서울특별시,광진구,W05085,미란채2차(BM),20250,4050,17,3
3,2020,06,4,4,W05,서울특별시,광진구,W05085,미란채2차(BM),17450,4362,14,3
4,2020,06,5,4,W05,서울특별시,광진구,W05085,미란채2차(BM),29800,7450,14,3
5,2020,06,6,4,W05,서울특별시,광진구,W05085,미란채2차(BM),7600,1900,8,2
6,2020,06,7,4,W05,서울특별시,광진구,W05085,미란채2차(BM),17750,4437,11,2
0,2020,06,1,4,W05,서울특별시,광진구,W05086,그랜드파크오피스텔,61600,15400,64,16
1,2020,06,2,5,W05,서울특별시,광진구,W05086,그랜드파크오피스텔,37450,7490,49,9
2,2020,06,3,5,W05,서울특별시,광진구,W05086,그랜드파크오피스텔,51700,10340,64,12
3,2020,06,4,4,W05,서울특별시,광진구,W05086,그랜드파크오피스텔,58100,14525,65,16
4,2020,06,5,4,W05,서울특별시,광진구,W05086,그랜드파크오피스텔,35600,8900,50,12
5,2020,06,6,4,W05,서울특별시,광진구,W05086,그랜드파크오피스텔,60100,15025,67,16
6,2020,06,7,4,W05,서울특별시,광진구,W05086,그랜드파크오피스텔,21450,5362,39,9
0,2020,06,1,4,W05,서울특별시,광진구,W05087,경남아너스빌,341650,85412,256,64
1,2020,06,2,5,W05,서울특별시,광진구,W05087,경남아너스빌,313650,62730,282,56
2,2020,06,3,5,W05,서울특별시,광진구,W05087,경남아너스빌,254150,50830,241,48
3,2020,06,4,4,W05,서울특별시,광진구,W05087,경남아너스빌,225950,56487,193,48
4,2020,06,5,4,W05,서울특별시,광진구,W05087,경남아너스빌,245000,61250,234,58
5,2020,06,6,4,W05,서울특별시,광진구,W05087,경남아너스빌,232400,58100,220,55
6,2020,06,7,4,W05,서울특별시,광진구,W05087,경남아너스빌,231500,57875,196,49
0,2020,06,1,4,W05,서울특별시,광진구,W05088,광장이노빌,93450,23362,63,15
1,2020,06,2,5,W05,서울특별시,광진구,W05088,광장이노빌,119850,23970,76,15
2,2020,06,3,5,W05,서울특별시,광진구,W05088,광장이노빌,103050,20610,67,13
3,2020,06,4,4,W05,서울특별시,광진구,W05088,광장이노빌,74500,18625,50,12
4,2020,06,5,4,W05,서울특별시,광진구,W05088,광장이노빌,68600,17150,53,13
5,2020,06,6,4,W05,서울특별시,광진구,W05088,광장이노빌,69800,17450,48,12
6,2020,06,7,4,W05,서울특별시,광진구,W05088,광장이노빌,106700,26675,66,16
0,2020,06,1,4,W05,서울특별시,광진구,W05089,광진동양파라곤1단지,136050,34012,84,21
1,2020,06,2,5,W05,서울특별시,광진구,W05089,광진동양파라곤1단지,134650,26930,73,14
2,2020,06,3,5,W05,서울특별시,광진구,W05089,광진동양파라곤1단지,131100,26220,81,16
3,2020,06,4,4,W05,서울특별시,광진구,W05089,광진동양파라곤1단지,156350,39087,85,21
4,2020,06,5,4,W05,서울특별시,광진구,W05089,광진동양파라곤1단지,115600,28900,64,16
5,2020,06,6,4,W05,서울특별시,광진구,W05089,광진동양파라곤1단지,136300,34075,71,17
6,2020,06,7,4,W05,서울특별시,광진구,W05089,광진동양파라곤1단지,131550,32887,81,20
0,2020,06,1,4,W05,서울특별시,광진구,W0508A,광진동양파라곤2단지,73850,18462,46,11
1,2020,06,2,5,W05,서울특별시,광진구,W0508A,광진동양파라곤2단지,101250,20250,70,14
2,2020,06,3,5,W05,서울특별시,광진구,W0508A,광진동양파라곤2단지,109050,21810,75,15
3,2020,06,4,4,W05,서울특별시,광진구,W0508A,광진동양파라곤2단지,47150,11787,43,10
4,2020,06,5,4,W05,서울특별시,광진구,W0508A,광진동양파라곤2단지,77450,19362,55,13
5,2020,06,6,4,W05,서울특별시,광진구,W0508A,광진동양파라곤2단지,68150,17037,43,10
6,2020,06,7,4,W05,서울특별시,광진구,W0508A,광진동양파라곤2단지,85250,21312,52,13
0,2020,06,1,4,W05,서울특별시,광진구,W0508C,삼성쉐르빌,666000,166500,442,110
1,2020,06,2,5,W05,서울특별시,광진구,W0508C,삼성쉐르빌,852100,170420,566,113
2,2020,06,3,5,W05,서울특별시,광진구,W0508C,삼성쉐르빌,743750,148750,523,104
3,2020,06,4,4,W05,서울특별시,광진구,W0508C,삼성쉐르빌,539150,134787,380,95
4,2020,06,5,4,W05,서울특별시,광진구,W0508C,삼성쉐르빌,639900,159975,443,110
5,2020,06,6,4,W05,서울특별시,광진구,W0508C,삼성쉐르빌,642200,160550,430,107
6,2020,06,7,4,W05,서울특별시,광진구,W0508C,삼성쉐르빌,685700,171425,451,112
0,2020,06,1,4,W05,서울특별시,광진구,W0508D,자양8차현대홈타운,780000,195000,469,117
1,2020,06,2,5,W05,서울특별시,광진구,W0508D,자양8차현대홈타운,792700,158540,552,110
2,2020,06,3,5,W05,서울특별시,광진구,W0508D,자양8차현대홈타운,707500,141500,483,96
3,2020,06,4,4,W05,서울특별시,광진구,W0508D,자양8차현대홈타운,517300,129325,369,92
4,2020,06,5,4,W05,서울특별시,광진구,W0508D,자양8차현대홈타운,595550,148887,441,110
5,2020,06,6,4,W05,서울특별시,광진구,W0508D,자양8차현대홈타운,573400,143350,400,100
6,2020,06,7,4,W05,서울특별시,광진구,W0508D,자양8차현대홈타운,615900,153975,422,105
0,2020,06,1,4,W05,서울특별시,광진구,W0508F,래미안프리미어팰리스,706550,176637,375,93
1,2020,06,2,5,W05,서울특별시,광진구,W0508F,래미안프리미어팰리스,608650,121730,367,73
2,2020,06,3,5,W05,서울특별시,광진구,W0508F,래미안프리미어팰리스,561700,112340,363,72
3,2020,06,4,4,W05,서울특별시,광진구,W0508F,래미안프리미어팰리스,383600,95900,267,66
4,2020,06,5,4,W05,서울특별시,광진구,W0508F,래미안프리미어팰리스,484850,121212,308,77
5,2020,06,6,4,W05,서울특별시,광진구,W0508F,래미안프리미어팰리스,388850,97212,247,61
6,2020,06,7,4,W05,서울특별시,광진구,W0508F,래미안프리미어팰리스,518700,129675,294,73
0,2020,06,1,4,W05,서울특별시,광진구,W05090,강변아파트,42000,10500,26,6
1,2020,06,2,5,W05,서울특별시,광진구,W05090,강변아파트,70950,14190,54,10
2,2020,06,3,5,W05,서울특별시,광진구,W05090,강변아파트,41200,8240,53,10
3,2020,06,4,4,W05,서울특별시,광진구,W05090,강변아파트,31400,7850,37,9
4,2020,06,5,4,W05,서울특별시,광진구,W05090,강변아파트,37600,9400,44,11
5,2020,06,6,4,W05,서울특별시,광진구,W05090,강변아파트,40550,10137,45,11
6,2020,06,7,4,W05,서울특별시,광진구,W05090,강변아파트,59250,14812,58,14
0,2020,06,1,4,W05,서울특별시,광진구,W05091,흥화빌라트(BM),34400,8600,18,4
1,2020,06,2,5,W05,서울특별시,광진구,W05091,흥화빌라트(BM),14250,2850,7,1
2,2020,06,3,5,W05,서울특별시,광진구,W05091,흥화빌라트(BM),50200,10040,14,2
3,2020,06,4,4,W05,서울특별시,광진구,W05091,흥화빌라트(BM),36550,9137,14,3
4,2020,06,5,4,W05,서울특별시,광진구,W05091,흥화빌라트(BM),24600,6150,12,3
5,2020,06,6,4,W05,서울특별시,광진구,W05091,흥화빌라트(BM),24600,6150,11,2
6,2020,06,7,4,W05,서울특별시,광진구,W05091,흥화빌라트(BM),33100,8275,14,3
0,2020,06,1,4,W05,서울특별시,광진구,W05092,향기빌(BM),10350,2587,10,2
1,2020,06,2,5,W05,서울특별시,광진구,W05092,향기빌(BM),13100,2620,13,2
2,2020,06,3,5,W05,서울특별시,광진구,W05092,향기빌(BM),7600,1520,6,1
3,2020,06,4,4,W05,서울특별시,광진구,W05092,향기빌(BM),9650,2412,6,1
4,2020,06,5,4,W05,서울특별시,광진구,W05092,향기빌(BM),6950,1737,8,2
5,2020,06,6,4,W05,서울특별시,광진구,W05092,향기빌(BM),3000,750,5,1
6,2020,06,7,4,W05,서울특별시,광진구,W05092,향기빌(BM),10000,2500,9,2
0,2020,06,1,4,W05,서울특별시,광진구,W05093,더하이스트(BM),31500,7875,25,6
1,2020,06,2,5,W05,서울특별시,광진구,W05093,더하이스트(BM),7250,1450,7,1
2,2020,06,3,5,W05,서울특별시,광진구,W05093,더하이스트(BM),23050,4610,11,2
3,2020,06,4,4,W05,서울특별시,광진구,W05093,더하이스트(BM),3600,900,6,1
4,2020,06,5,4,W05,서울특별시,광진구,W05093,더하이스트(BM),14650,3662,10,2
5,2020,06,6,4,W05,서울특별시,광진구,W05093,더하이스트(BM),10650,2662,8,2
6,2020,06,7,4,W05,서울특별시,광진구,W05093,더하이스트(BM),22500,5625,11,2
0,2020,06,1,4,W05,서울특별시,광진구,W05094,현진빌라(BM),16400,4100,15,3
1,2020,06,2,5,W05,서울특별시,광진구,W05094,현진빌라(BM),16600,3320,11,2
2,2020,06,3,5,W05,서울특별시,광진구,W05094,현진빌라(BM),5550,1110,5,1
3,2020,06,4,4,W05,서울특별시,광진구,W05094,현진빌라(BM),12350,3087,11,2
4,2020,06,5,4,W05,서울특별시,광진구,W05094,현진빌라(BM),6700,1675,8,2
5,2020,06,6,4,W05,서울특별시,광진구,W05094,현진빌라(BM),9300,2325,9,2
6,2020,06,7,4,W05,서울특별시,광진구,W05094,현진빌라(BM),13700,3425,13,3
0,2020,06,1,4,W05,서울특별시,광진구,W05095,대원스마트빌(BM),16400,4100,6,1
1,2020,06,2,5,W05,서울특별시,광진구,W05095,대원스마트빌(BM),49300,9860,26,5
2,2020,06,3,5,W05,서울특별시,광진구,W05095,대원스마트빌(BM),9450,1890,5,1
3,2020,06,4,4,W05,서울특별시,광진구,W05095,대원스마트빌(BM),18900,4725,11,2
4,2020,06,5,4,W05,서울특별시,광진구,W05095,대원스마트빌(BM),7900,1975,3,0
5,2020,06,6,4,W05,서울특별시,광진구,W05095,대원스마트빌(BM),15800,3950,7,1
6,2020,06,7,4,W05,서울특별시,광진구,W05095,대원스마트빌(BM),17350,4337,9,2
0,2020,06,1,4,W05,서울특별시,광진구,W05096,모던하우스(BM),20000,5000,15,3
1,2020,06,2,5,W05,서울특별시,광진구,W05096,모던하우스(BM),12400,2480,15,3
2,2020,06,3,5,W05,서울특별시,광진구,W05096,모던하우스(BM),31900,6380,16,3
3,2020,06,4,4,W05,서울특별시,광진구,W05096,모던하우스(BM),10200,2550,13,3
4,2020,06,5,4,W05,서울특별시,광진구,W05096,모던하우스(BM),22850,5712,16,4
5,2020,06,6,4,W05,서울특별시,광진구,W05096,모던하우스(BM),25950,6487,15,3
6,2020,06,7,4,W05,서울특별시,광진구,W05096,모던하우스(BM),33350,8337,19,4
0,2020,06,1,4,W05,서울특별시,광진구,W05097,아뜰리에(BM),24900,6225,37,9
1,2020,06,2,5,W05,서울특별시,광진구,W05097,아뜰리에(BM),22150,4430,37,7
2,2020,06,3,5,W05,서울특별시,광진구,W05097,아뜰리에(BM),17400,3480,24,4
3,2020,06,4,4,W05,서울특별시,광진구,W05097,아뜰리에(BM),16250,4062,28,7
4,2020,06,5,4,W05,서울특별시,광진구,W05097,아뜰리에(BM),9600,2400,21,5
5,2020,06,6,4,W05,서울특별시,광진구,W05097,아뜰리에(BM),10700,2675,18,4
6,2020,06,7,4,W05,서울특별시,광진구,W05097,아뜰리에(BM),20100,5025,27,6
0,2020,06,1,4,W05,서울특별시,광진구,W05098,미리내(BM),1650,412,3,0
1,2020,06,2,5,W05,서울특별시,광진구,W05098,미리내(BM),4050,810,4,0
2,2020,06,3,5,W05,서울특별시,광진구,W05098,미리내(BM),8000,1600,9,1
3,2020,06,4,4,W05,서울특별시,광진구,W05098,미리내(BM),3750,937,5,1
4,2020,06,5,4,W05,서울특별시,광진구,W05098,미리내(BM),1500,375,3,0
5,2020,06,6,4,W05,서울특별시,광진구,W05098,미리내(BM),8000,2000,9,2
6,2020,06,7,4,W05,서울특별시,광진구,W05098,미리내(BM),10400,2600,8,2
0,2020,06,1,4,W05,서울특별시,광진구,W05099,중곡2단지(BM),334900,83725,194,48
1,2020,06,2,5,W05,서울특별시,광진구,W05099,중곡2단지(BM),227600,45520,167,33
2,2020,06,3,5,W05,서울특별시,광진구,W05099,중곡2단지(BM),202550,40510,148,29
3,2020,06,4,4,W05,서울특별시,광진구,W05099,중곡2단지(BM),218000,54500,159,39
4,2020,06,5,4,W05,서울특별시,광진구,W05099,중곡2단지(BM),171300,42825,125,31
5,2020,06,6,4,W05,서울특별시,광진구,W05099,중곡2단지(BM),154250,38562,112,28
6,2020,06,7,4,W05,서울특별시,광진구,W05099,중곡2단지(BM),187300,46825,128,32
0,2020,06,1,4,W05,서울특별시,광진구,W05100,더퍼스트스테이(BM),11850,2962,11,2
1,2020,06,2,5,W05,서울특별시,광진구,W05100,더퍼스트스테이(BM),1450,290,4,0
2,2020,06,3,5,W05,서울특별시,광진구,W05100,더퍼스트스테이(BM),5750,1150,4,0
3,2020,06,4,4,W05,서울특별시,광진구,W05100,더퍼스트스테이(BM),1700,425,3,0
4,2020,06,5,4,W05,서울특별시,광진구,W05100,더퍼스트스테이(BM),3600,900,7,1
5,2020,06,6,4,W05,서울특별시,광진구,W05100,더퍼스트스테이(BM),2600,650,2,0
6,2020,06,7,4,W05,서울특별시,광진구,W05100,더퍼스트스테이(BM),2300,575,4,1
0,2020,06,1,4,W05,서울특별시,광진구,W05101,대성팰리스(BM),18550,4637,14,3
1,2020,06,2,5,W05,서울특별시,광진구,W05101,대성팰리스(BM),14750,2950,12,2
2,2020,06,3,5,W05,서울특별시,광진구,W05101,대성팰리스(BM),22800,4560,14,2
3,2020,06,4,4,W05,서울특별시,광진구,W05101,대성팰리스(BM),15700,3925,10,2
4,2020,06,5,4,W05,서울특별시,광진구,W05101,대성팰리스(BM),22350,5587,14,3
5,2020,06,6,4,W05,서울특별시,광진구,W05101,대성팰리스(BM),16650,4162,12,3
6,2020,06,7,4,W05,서울특별시,광진구,W05101,대성팰리스(BM),20350,5087,12,3
0,2020,06,1,4,W05,서울특별시,광진구,W05102,금강KCC,178200,44550,121,30
1,2020,06,2,5,W05,서울특별시,광진구,W05102,금강KCC,178150,35630,127,25
2,2020,06,3,5,W05,서울특별시,광진구,W05102,금강KCC,155000,31000,124,24
3,2020,06,4,4,W05,서울특별시,광진구,W05102,금강KCC,110700,27675,103,25
4,2020,06,5,4,W05,서울특별시,광진구,W05102,금강KCC,119750,29937,102,25
5,2020,06,6,4,W05,서울특별시,광진구,W05102,금강KCC,120700,30175,99,24
6,2020,06,7,4,W05,서울특별시,광진구,W05102,금강KCC,187150,46787,120,30
0,2020,06,1,4,W05,서울특별시,광진구,W05103,리버비스타,87200,21800,92,23
1,2020,06,2,5,W05,서울특별시,광진구,W05103,리버비스타,55250,11050,77,15
2,2020,06,3,5,W05,서울특별시,광진구,W05103,리버비스타,79400,15880,87,17
3,2020,06,4,4,W05,서울특별시,광진구,W05103,리버비스타,80800,20200,70,17
4,2020,06,5,4,W05,서울특별시,광진구,W05103,리버비스타,47500,11875,62,15
5,2020,06,6,4,W05,서울특별시,광진구,W05103,리버비스타,106050,26512,63,15
6,2020,06,7,4,W05,서울특별시,광진구,W05103,리버비스타,38850,9712,61,15
0,2020,06,1,4,W05,서울특별시,광진구,W05104,한강성원,310150,77537,216,54
1,2020,06,2,5,W05,서울특별시,광진구,W05104,한강성원,355850,71170,275,55
2,2020,06,3,5,W05,서울특별시,광진구,W05104,한강성원,355950,71190,316,63
3,2020,06,4,4,W05,서울특별시,광진구,W05104,한강성원,196650,49162,170,42
4,2020,06,5,4,W05,서울특별시,광진구,W05104,한강성원,207600,51900,186,46
5,2020,06,6,4,W05,서울특별시,광진구,W05104,한강성원,210700,52675,198,49
6,2020,06,7,4,W05,서울특별시,광진구,W05104,한강성원,233850,58462,184,46
0,2020,06,1,4,W05,서울특별시,광진구,W05105,군자역아스하임,32050,8012,25,6
1,2020,06,2,5,W05,서울특별시,광진구,W05105,군자역아스하임,13950,2790,16,3
2,2020,06,3,5,W05,서울특별시,광진구,W05105,군자역아스하임,10600,2120,16,3
3,2020,06,4,4,W05,서울특별시,광진구,W05105,군자역아스하임,13200,3300,13,3
4,2020,06,5,4,W05,서울특별시,광진구,W05105,군자역아스하임,8250,2062,14,3
5,2020,06,6,4,W05,서울특별시,광진구,W05105,군자역아스하임,6550,1637,10,2
6,2020,06,7,4,W05,서울특별시,광진구,W05105,군자역아스하임,15950,3987,20,5
0,2020,06,1,4,W05,서울특별시,광진구,W05106,아델리제군자,25100,6275,25,6
1,2020,06,2,5,W05,서울특별시,광진구,W05106,아델리제군자,29600,5920,45,9
